stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,location_type,parent_station,zone_id
1,38831,בי''ס בר לב/בן יהודה, רחוב:בן יהודה 76 עיר: כפר סבא רציף:   קומה:  ,32.183939,34.917812,0,,6900
2,38832,הרצל/צומת בילו, רחוב:הרצל  עיר: קרית עקרון רציף:   קומה:  ,31.870034,34.819541,0,,469
3,38833,הנחשול/הדייגים, רחוב:הנחשול 30 עיר: ראשון לציון רציף:   קומה:  ,31.984553,34.782828,0,,8300
4,38834,פריד/ששת הימים, רחוב:משה פריד 9 עיר: רחובות רציף:   קומה:  ,31.888550,34.790904,0,,8400
6,38836,ת. מרכזית לוד/הורדה, רחוב:  עיר: לוד רציף:   קומה:  ,31.956576,34.898125,0,,7000
7,38837,חנה אברך/וולקני, רחוב:חנה אברך 9 עיר: רחובות רציף:   קומה:  ,31.892166,34.796071,0,,8400
8,38838,הרצל/משה שרת, רחוב:הרצל 20 עיר: קרית עקרון רציף:   קומה:  ,31.857565,34.824106,0,,469
9,38839,הבנים/אלי כהן, רחוב:הבנים 4 עיר: קרית עקרון רציף:   קומה:  ,31.862305,34.821857,0,,469
10,38840,ויצמן/הבנים, רחוב:וייצמן 11 עיר: קרית עקרון רציף:   קומה:  ,31.865085,34.822237,0,,469
11,38841,האירוס/הכלנית, רחוב:האירוס 16 עיר: קרית עקרון רציף:   קומה:  ,31.865255,34.818914,0,,469
12,38842,הכלנית/הנרקיס, רחוב:הכלנית  עיר: קרית עקרון רציף:   קומה:  ,31.867601,34.818383,0,,469
14,38844,אלי כהן/לוחמי הגטאות, רחוב:אלי כהן 62 עיר: קרית עקרון רציף:   קומה:  ,31.862440,34.827023,0,,469
15,38845,שבזי/שבת אחים, רחוב:שבזי 40 עיר: קרית עקרון רציף:   קומה:  ,31.863501,34.828702,0,,469
16,38846,שבזי/ויצמן, רחוב:שבזי 31 עיר: קרית עקרון רציף:   קומה:  ,31.865348,34.827102,0,,469
17,38847,חיים בר לב/שדרות יצחק רבין, רחוב:חיים ברלב  עיר: ראשון לציון רציף:   קומה:  ,31.976722,34.763357,0,,8300
18,38848,מרכז לבריאות הנפש לב השרון, רחוב:  עיר: צור משה רציף:   קומה:  ,32.300345,34.912708,0,,276
19,38849,מרכז לבריאות הנפש לב השרון, רחוב:  עיר: צור משה רציף:   קומה:  ,32.301347,34.912602,0,,276
22,38852,הולצמן/המדע, רחוב:חיים הולצמן  עיר: רחובות רציף:   קומה:  ,31.914260,34.807966,0,,8400
24,38854,מחנה צריפין/מועדון, רחוב:  עיר: באר יעקב רציף:   קומה:  ,31.963668,34.836363,0,,2530
25,38855,הרצל/גולני, רחוב:הרצל 4 עיר: קרית עקרון רציף:   קומה:  ,31.856107,34.825239,0,,469
26,38856,הרותם/הדגניות, רחוב:הרותם 3 עיר: רחובות רציף:   קומה:  ,31.874963,34.812490,0,,8400
29,38859,הערבה, רחוב:הערבה  עיר: צור משה רציף:   קומה:  ,32.300035,34.910842,0,,276
30,38860,מבוא הגפן/מורד התאנה, רחוב:מבוא הגפן  עיר: ינוב רציף:   קומה:  ,32.305234,34.948647,0,,753
31,38861,מבוא הגפן/ההרחבה, רחוב:מבוא הגפן  עיר: ינוב רציף:   קומה:  ,32.304022,34.943393,0,,753
32,38862,ההרחבה א, רחוב:ההרחבה  עיר: גאולים רציף:   קומה:  ,32.302957,34.940529,0,,379
33,38863,ההרחבה ב, רחוב:ההרחבה  עיר: גאולים רציף:   קומה:  ,32.300264,34.939512,0,,379
34,38864,ההרחבה/הותיקים, רחוב:ההרחבה  עיר: גאולים רציף:   קומה:  ,32.298171,34.938705,0,,379
35,38865,רשות שדות התעופה/העליה, רחוב:שדרות העליה  עיר: נמל תעופה בן גוריון רציף:   קומה:  ,31.990876,34.897600,0,,1748
36,38866,כנף/ברוש, רחוב:כנף  עיר: נמל תעופה בן גוריון רציף:   קומה:  ,31.998767,34.879725,0,,1748
37,38867,החבורה/דב הוז, רחוב:החבורה 24 עיר: רחובות רציף:   קומה:  ,31.883019,34.818708,0,,8400
39,38869,בית הלוי ה, רחוב:  עיר: בית הלוי רציף:   קומה:  ,32.349776,34.926836,0,,14039
40,38870,הראשונים/כביש 5700, רחוב:המגדל 13 עיר: כפר חיים רציף:   קומה:  ,32.352953,34.899465,0,,193
42,38872,הגאון בן איש חי/צאלון, רחוב:  עיר: רחובות רציף:   קומה:  ,31.897286,34.775083,0,,8400
43,38873,עוקשי/לוי אשכול, רחוב:ישראל עוקשי 4 עיר: רחובות רציף:   קומה:  ,31.883941,34.807039,0,,8400
45,38875,מנוחה ונחלה/יהודה גורודיסקי, רחוב:מנוחה ונחלה 31 עיר: רחובות רציף:   קומה:  ,31.896755,34.816718,0,,8400
46,38876,גורודסקי/יחיאל פלדי, רחוב:יהודה גורודיסקי 35 עיר: רחובות רציף:   קומה:  ,31.898463,34.823461,0,,8400
48,38878,דרך הפארק/הרב נריה, רחוב:דרך הפארק 20 עיר: נתניה רציף:   קומה:  ,32.299994,34.878765,0,,7400
49,38879,התאנה/הגפן, רחוב:התאנה  עיר: יציץ רציף:   קומה:  ,31.865457,34.859437,0,,759
50,38880,התאנה/האלון, רחוב:התאנה  עיר: יציץ רציף:   קומה:  ,31.866772,34.864555,0,,759
51,38881,דרך הפרחים/יסמין, רחוב:דרך הפרחים 46 עיר: גדרה רציף:   קומה:  ,31.809325,34.784347,0,,2550
53,38883,יצחק רבין/פנחס ספיר, רחוב:דרך יצחק רבין  עיר: גדרה רציף:   קומה:  ,31.800370,34.778239,0,,2550
54,38884,מנחם בגין/יצחק רבין, רחוב:שדרות מנחם בגין 4 עיר: גדרה רציף:   קומה:  ,31.799224,34.782985,0,,2550
55,38885,חיים הרצוג/דולב, רחוב:חיים הרצוג 12 עיר: גדרה רציף:   קומה:  ,31.800334,34.785069,0,,2550
56,38886,בית ספר גוונים/ארז, רחוב:ארז 2 עיר: גדרה רציף:   קומה:  ,31.802319,34.786735,0,,2550
57,38887,דרך האילנות/אלון, רחוב:דרך האילנות 13 עיר: גדרה רציף:   קומה:  ,31.804595,34.786623,0,,2550
58,38888,דרך האילנות/מנחם בגין, רחוב:דרך האילנות 3 עיר: גדרה רציף:   קומה:  ,31.805041,34.785098,0,,2550
59,38889,העצמאות/וייצמן, רחוב:העצמאות 1 עיר: גדרה רציף:   קומה:  ,31.816751,34.782252,0,,2550
60,38890,וייצמן/מרבד הקסמים, רחוב:וייצמן 19 עיר: גדרה רציף:   קומה:  ,31.816579,34.779753,0,,2550
61,38891,צאלה/אלמוג, רחוב:צאלה 25 עיר: גדרה רציף:   קומה:  ,31.801182,34.787199,0,,2550
62,38892,גן חצב/צאלה, רחוב:צאלה 15 עיר: גדרה רציף:   קומה:  ,31.802279,34.786055,0,,2550
63,38893,פינס/לוינסון, רחוב:פינס 23 עיר: גדרה רציף:   קומה:  ,31.814676,34.777574,0,,2550
64,38894,פיינברג/שכביץ, רחוב:פיינברג 4 עיר: גדרה רציף:   קומה:  ,31.813285,34.775928,0,,2550
65,38895,בן-גוריון/פוקס, רחוב:שדרות בן גוריון 39 עיר: גדרה רציף:   קומה:  ,31.806959,34.773504,0,,2550
68,38898,לוי אשכול/הרב דוד ישראל, רחוב:לוי אשכול  עיר: רחובות רציף:   קומה:  ,31.884187,34.805494,0,,8400
69,38899,שושן/אופנהיימר, רחוב:ד''ר אריה שושן  עיר: רחובות רציף:   קומה:  ,31.910117,34.805809,0,,8400
71,38901,הרב דוד ישראל/אריה דולצין, רחוב:הרב דוד ישראל 63 עיר: רחובות רציף:   קומה:  ,31.882474,34.805060,0,,8400
73,38903,קרוננברג/ארגמן, רחוב:יוסף קרוננברג  עיר: רחובות רציף:   קומה:  ,31.878667,34.811380,0,,8400
74,38904,יעקב פריימן/בנימין שמוטקין, רחוב:יעקב פריימן 9 עיר: ראשון לציון רציף:   קומה:  ,31.975479,34.813355,0,,8300
75,38905,אנילביץ'/שלום אש, רחוב:אנילביץ' 13 עיר: ראשון לציון רציף:   קומה:  ,31.982177,34.789445,0,,8300
76,38906,נחמיה/בית העלמין, רחוב:נחמיה 71 עיר: ראשון לציון רציף:   קומה:  ,31.948552,34.822422,0,,8300
77,38907,יהודה הלוי/יוחנן הסנדלר, רחוב:יהודה הלוי 89 עיר: ראשון לציון רציף:   קומה:  ,31.967732,34.816339,0,,8300
78,38908,ההגנה/חי''ש, רחוב:ההגנה 37 עיר: רחובות רציף:   קומה:  ,31.893823,34.824617,0,,8400
79,38909,קרית עקרון/כביש 411, רחוב:411  עיר: גזר רציף:   קומה:  ,31.854147,34.824699,0,,12926
80,38910,צומת חולדה/כביש 411, רחוב:411  עיר: גזר רציף:   קומה:  ,31.811907,34.900793,0,,12921
81,38911,גרינשפן/יגאל אלון, רחוב:גרינשפן 8 עיר: ראשון לציון רציף:   קומה:  ,31.956842,34.814839,0,,8300
82,38912,השומר/האבות, רחוב:השומר 22 עיר: ראשון לציון רציף:   קומה:  ,31.959821,34.814747,0,,8300
83,38913,משה שרת/יעקב קנר, רחוב:משה שרת 38 עיר: ראשון לציון רציף:   קומה:  ,31.992306,34.756910,0,,8300
84,38914,הדייגים/הנחשול, רחוב:הדייגים 47 עיר: ראשון לציון רציף:   קומה:  ,31.984970,34.782620,0,,8300
86,38916,יוסף בורג/משואות יצחק, רחוב:ד''ר יוסף בורג 9 עיר: ראשון לציון רציף:   קומה:  ,31.968049,34.818099,0,,8300
87,38917,יוסף בורג/כתריאל רפפורט, רחוב:ד''ר יוסף בורג  עיר: ראשון לציון רציף:   קומה:  ,31.968936,34.820043,0,,8300
89,38919,וייצמן/דרך יצחק רבין, רחוב:וייצמן  עיר: נס ציונה רציף:   קומה:  ,31.923041,34.798033,0,,7200
90,38920,שדרות משה דיין/יוסף לישנסקי, רחוב:שדרות משה דיין  עיר: ראשון לציון רציף:   קומה:  ,31.985680,34.764014,0,,8300
91,38921,השר חיים שפירא/יוסף ספיר, רחוב:השר חיים משה שפירא 4 עיר: ראשון לציון רציף:   קומה:  ,31.992583,34.751999,0,,8300
92,38922,השר חיים שפירא/הרב שלום ג'רופי, רחוב:השר חיים משה שפירא 16 עיר: ראשון לציון רציף:   קומה:  ,31.990757,34.755683,0,,8300
94,39001,שדרות יעקב/יוסף הנשיא, רחוב:שדרות יעקב 65 עיר: ראשון לציון רציף:   קומה:  ,31.950254,34.819244,0,,8300
95,39002,שדרות יעקב/עזרא, רחוב:שדרות יעקב 59 עיר: ראשון לציון רציף:   קומה:  ,31.951110,34.819766,0,,8300
97,39004,לייב יוספזון/יעקב ברמן, רחוב:יהודה לייב יוספזון  עיר: רחובות רציף:   קומה:  ,31.905052,34.818909,0,,8400
98,39005,הרב יעקב ברמן/הרב יהודה צבי מלצר, רחוב:הרב יעקב ברמן  עיר: רחובות רציף:   קומה:  ,31.901879,34.819443,0,,8400
99,39006,ברמן/מלצר, רחוב:הרב יעקב ברמן  עיר: רחובות רציף:   קומה:  ,31.902810,34.818922,0,,8400
100,39007,הנשיא הראשון/מכון-ויצמן, רחוב:הנשיא הראשון 55 עיר: רחובות רציף:   קומה:  ,31.904577,34.815294,0,,8400
101,39008,הנשיא הראשון/קיפניס, רחוב:הנשיא הראשון 56 עיר: רחובות רציף:   קומה:  ,31.904755,34.816661,0,,8400
104,39011,ז'בוטינסקי/החרמון, רחוב:ז'בוטינסקי 22 עיר: באר יעקב רציף:   קומה:  ,31.935912,34.837212,0,,2530
105,39012,הירדן/הערבה, רחוב:הירדן 19 עיר: באר יעקב רציף:   קומה:  ,31.937670,34.838861,0,,2530
106,39013,הירדן/הערבה, רחוב:הירדן 14 עיר: באר יעקב רציף:   קומה:  ,31.937833,34.839135,0,,2530
107,39014,האלונים/הדקל, רחוב:שדרות האלונים  עיר: באר יעקב רציף:   קומה:  ,31.939037,34.831964,0,,2530
108,39015,האלונים/שמואל שפירא, רחוב:שדרות האלונים  עיר: באר יעקב רציף:   קומה:  ,31.942260,34.831681,0,,2530
110,39017,האלונים א/הדקל, רחוב:שדרות האלונים  עיר: באר יעקב רציף:   קומה:  ,31.939656,34.832104,0,,2530
111,39018,פארק תעשיות שילת, רחוב:דרך הזית  עיר: שילת רציף:   קומה:  ,31.914324,35.023589,0,,1165
112,39019,פארק תעשיות שילת, רחוב:דרך הזית  עיר: שילת רציף:   קומה:  ,31.914816,35.023028,0,,1165
117,39024,עיריית מודיעין-מכבים-רעות, רחוב:  עיר: מודיעין מכבים רעות רציף:   קומה:  ,31.908499,35.007953,0,,1200
121,39028,חיים ברלב/מרדכי מקלף, רחוב:חיים ברלב 30 עיר: מודיעין מכבים רעות רציף:   קומה:  ,31.907828,35.000614,0,,1200
122,39029,חיים ברלב/מרדכי מקלף, רחוב:חיים ברלב  עיר: מודיעין מכבים רעות רציף:   קומה:  ,31.907603,35.000816,0,,1200
127,39034,אפרים קישון א, רחוב:אפרים קישון 3 עיר: באר יעקב רציף:   קומה:  ,31.942144,34.842163,0,,2530
128,39035,אלמוג סנטר/אפרים קישון, רחוב:אפרים קישון 20 עיר: באר יעקב רציף:   קומה:  ,31.941611,34.843114,0,,2530
132,39039,גן חק''ל/רבאט, רחוב:רבאט  עיר: רמלה רציף:   קומה:  ,31.931068,34.884936,0,,8500
133,39040,גן חק''ל/רבאט, רחוב:רבאט  עיר: רמלה רציף:   קומה:  ,31.931204,34.884956,0,,8500
134,39041,קניון צ. רמלה לוד/דוכיפת, רחוב:דוכיפת  עיר: רמלה רציף:   קומה:  ,31.933881,34.887656,0,,8500
135,39042,היצירה/התקווה, רחוב:היצירה 2 עיר: רמלה רציף:   קומה:  ,31.929318,34.880077,0,,8500
136,39043,היצירה/התקווה, רחוב:היצירה 13 עיר: רמלה רציף:   קומה:  ,31.929195,34.880005,0,,8500
137,39044,עמל/היצירה, רחוב:עמל  עיר: רמלה רציף:   קומה:  ,31.932402,34.881442,0,,8500
141,39048,ישראל פרנקל/הרמב''ם, רחוב:ישראל פרנקל  עיר: רמלה רציף:   קומה:  ,31.934896,34.863001,0,,8500
142,39049,פרנקל/ויתקין, רחוב:ישראל פרנקל 10 עיר: רמלה רציף:   קומה:  ,31.936138,34.864910,0,,8500
143,39050,פרנקל/ויתקין, רחוב:ישראל פרנקל 9 עיר: רמלה רציף:   קומה:  ,31.936053,34.864943,0,,8500
144,39051,ישראל פרנקל/דוב הוז, רחוב:ישראל פרנקל 17 עיר: רמלה רציף:   קומה:  ,31.935488,34.863972,0,,8500
145,39052,יוספטל/הדס, רחוב:גיורא יוספטל 6 עיר: רמלה רציף:   קומה:  ,31.936107,34.857627,0,,8500
147,39054,עמיחי/מאיר בינט, רחוב:עמיחי 3 עיר: רמלה רציף:   קומה:  ,31.936308,34.856335,0,,8500
148,39055,השריון/הצנחנים, רחוב:השריון 9 עיר: רמלה רציף:   קומה:  ,31.933337,34.856046,0,,8500
149,39056,אהרון בוגנים/משה שרת, רחוב:משה שרת  עיר: רמלה רציף:   קומה:  ,31.933413,34.853906,0,,8500
150,39057,גרשון ש''ץ/שמחה הולצברג, רחוב:שמחה הולצברג 10 עיר: רמלה רציף:   קומה:  ,31.932532,34.853223,0,,8500
151,39058,הולצברג/שץ, רחוב:שמחה הולצברג 4 עיר: רמלה רציף:   קומה:  ,31.931660,34.853149,0,,8500
152,39059,אשכול/הרב שפירא, רחוב:לוי אשכול 11 עיר: רמלה רציף:   קומה:  ,31.929825,34.857194,0,,8500
153,39060,לוי אשכול/גטו ורשה, רחוב:לוי אשכול 35 עיר: רמלה רציף:   קומה:  ,31.927039,34.857171,0,,8500
159,39066,שמשון הגיבור/המסגד, רחוב:שמשון הגיבור  עיר: רמלה רציף:   קומה:  ,31.926441,34.866014,0,,8500
161,39068,ביאליק/חניתה, רחוב:ח.נ. ביאליק 19 עיר: רמלה רציף:   קומה:  ,31.924484,34.870366,0,,8500
162,39069,ביאליק/ירמיהו, רחוב:ח.נ. ביאליק 43 עיר: רמלה רציף:   קומה:  ,31.920550,34.868205,0,,8500
163,39070,א.ס לוי/סעדיה מרדכי, רחוב:א.ס. לוי 1 עיר: רמלה רציף:   קומה:  ,31.920900,34.861221,0,,8500
164,39071,רזיאל/זכריה, רחוב:שדרות דוד רזיאל 3 עיר: רמלה רציף:   קומה:  ,31.923671,34.862806,0,,8500
165,39072,חרוד א, רחוב:חרוד  עיר: ישרש רציף:   קומה:  ,31.912572,34.850134,0,,828
166,39073,חרוד/הירדן, רחוב:חרוד  עיר: ישרש רציף:   קומה:  ,31.915977,34.848217,0,,828
168,39075,הירדן/דן, רחוב:הירדן  עיר: ישרש רציף:   קומה:  ,31.915489,34.852140,0,,828
169,39076,עוזי חיטמן/שושנה דמארי, רחוב:עוזי חיטמן 44 עיר: רמלה רציף:   קומה:  ,31.917022,34.868261,0,,8500
170,39077,עוזי חיטמן/דליה רביקוביץ, רחוב:עוזי חיטמן 24 עיר: רמלה רציף:   קומה:  ,31.918782,34.870995,0,,8500
171,39078,עוזי חיטמן/חנוך לוין, רחוב:עוזי חיטמן 10 עיר: רמלה רציף:   קומה:  ,31.918696,34.873447,0,,8500
172,39079,אהוד מנור/חיטמן, רחוב:אהוד מנור  עיר: רמלה רציף:   קומה:  ,31.916945,34.874461,0,,8500
173,39080,שושנה דמארי/אהוד מנור, רחוב:שושנה דמארי  עיר: רמלה רציף:   קומה:  ,31.916148,34.872136,0,,8500
174,39081,שושנה דמארי/אהוד מנור, רחוב:שושנה דמארי  עיר: רמלה רציף:   קומה:  ,31.916235,34.873652,0,,8500
175,39082,אהוד מנור/עוזי חיטמן, רחוב:אהוד מנור 9 עיר: רמלה רציף:   קומה:  ,31.917837,34.874646,0,,8500
176,39083,עוזי חיטמן/שושנה דמארי, רחוב:עוזי חיטמן 44 עיר: רמלה רציף:   קומה:  ,31.917072,34.868374,0,,8500
179,39086,דרך האורנים/ברוש, רחוב:דרך האורנים  עיר: שילת רציף:   קומה:  ,31.920720,35.016294,0,,1165
180,39087,שקד/האורנים, רחוב:שקד  עיר: שילת רציף:   קומה:  ,31.922476,35.014364,0,,1165
181,39088,דרך החרוב/גפן, רחוב:דרך החרוב  עיר: שילת רציף:   קומה:  ,31.919711,35.020017,0,,1165
182,39089,דרך החרוב/גפן, רחוב:דרך החרוב  עיר: שילת רציף:   קומה:  ,31.919795,35.019979,0,,1165
183,39090,החרוב א, רחוב:דרך החרוב  עיר: שילת רציף:   קומה:  ,31.919163,35.023230,0,,1165
184,39091,החרוב א, רחוב:דרך החרוב  עיר: שילת רציף:   קומה:  ,31.919207,35.023400,0,,1165
185,39092,כפר רות, רחוב:  עיר: כפר רות רציף:   קומה:  ,31.910544,35.034349,0,,1166
186,39093,כפר רות, רחוב:  עיר: כפר רות רציף:   קומה:  ,31.910485,35.034441,0,,1166
188,39100,החוף הירוק, רחוב:שולמית 2 עיר: נתניה רציף:   קומה:  ,32.270586,34.837598,0,,7400
189,39101,רמת פולג, רחוב:שוש עטרי  עיר: נתניה רציף:   קומה:  ,32.272632,34.838726,0,,7400
190,39102,רמת פולג, רחוב:שוש עטרי  עיר: נתניה רציף:   קומה:  ,32.272420,34.838508,0,,7400
191,39103,אהוד מנור/מנחם בגין, רחוב:אהוד מנור 1 עיר: נתניה רציף:   קומה:  ,32.274543,34.841300,0,,7400
192,39104,אהוד מנור/מנחם בגין, רחוב:אהוד מנור 2 עיר: נתניה רציף:   קומה:  ,32.274870,34.842868,0,,7400
193,39105,שזר\אמנון ותמר, רחוב:זלמן שז''ר 12 עיר: נתניה רציף:   קומה:  ,32.275720,34.845201,0,,7400
194,39106,זלמן שז''ר/אמנון ותמר, רחוב:זלמן שז''ר 9 עיר: נתניה רציף:   קומה:  ,32.276562,34.846404,0,,7400
195,39107,אמנון ותמר/זלמן שז''ר, רחוב:זלמן שז''ר 18 עיר: נתניה רציף:   קומה:  ,32.276837,34.847509,0,,7400
196,39108,אודם\שהם, רחוב:אדם  עיר: בית יהושע רציף:   קומה:  ,32.256581,34.864843,0,,288
197,39109,שדרות גולדה מאיר/משעול קיפניס, רחוב:שדרות גולדה מאיר 19 עיר: נתניה רציף:   קומה:  ,32.276590,34.851650,0,,7400
198,39110,553/מרכז מסחרי, רחוב:553  עיר: נתניה רציף:   קומה:  ,32.272701,34.856925,0,,7400
199,39111,יהלום/ספיר, רחוב:ספיר  עיר: בית יהושע רציף:   קומה:  ,32.261931,34.863096,0,,288
200,39112,יהלום/שני, רחוב:יהלום  עיר: בית יהושע רציף:   קומה:  ,32.264446,34.862627,0,,288
201,39113,מזכירות, רחוב:אדם  עיר: בית יהושע רציף:   קומה:  ,32.260481,34.864793,0,,288
202,39114,האורזים/האר''י, רחוב:האר''י  עיר: נתניה רציף:   קומה:  ,32.312257,34.869559,0,,7400
203,39115,איקאה, רחוב:שדרות גיבורי ישראל  עיר: נתניה רציף:   קומה:  ,32.274579,34.858842,0,,7400
205,39117,שד. עובד בן עמי/קהילת צפת, רחוב:שדרות עובד בן עמי 109 עיר: נתניה רציף:   קומה:  ,32.306182,34.843640,0,,7400
206,39118,אירוס הארגמן/חבצלת החוף, רחוב:אירוס הארגמן 31 עיר: נתניה רציף:   קומה:  ,32.285717,34.844815,0,,7400
207,39119,זלמן שז''ר/שד. בן גוריון, רחוב:זלמן שז''ר  עיר: נתניה רציף:   קומה:  ,32.277679,34.848669,0,,7400
208,39120,חבצלת החוף/אירוס הארגמן, רחוב:חבצלת החוף 12 עיר: נתניה רציף:   קומה:  ,32.284724,34.846799,0,,7400
209,39121,שניאור/בן גוריון, רחוב:זלמן שניאור 8 עיר: נתניה רציף:   קומה:  ,32.282750,34.847757,0,,7400
210,39122,זלמן שניאור/אריה לייב יפה, רחוב:זלמן שניאור 7 עיר: נתניה רציף:   קומה:  ,32.282816,34.847557,0,,7400
211,39123,ש''י עגנון/קרן היסוד, רחוב:ש''י עגנון 27 עיר: נתניה רציף:   קומה:  ,32.282961,34.849189,0,,7400
212,39124,ש''י עגנון/קרן היסוד, רחוב:ש''י עגנון 28 עיר: נתניה רציף:   קומה:  ,32.283007,34.849377,0,,7400
213,39125,גבעת האירוסים/אירוס הארגמן, רחוב:אירוס הארגמן  עיר: נתניה רציף:   קומה:  ,32.287046,34.846117,0,,7400
214,39126,חבצלת החוף/אירוס הארגמן, רחוב:חבצלת החוף  עיר: נתניה רציף:   קומה:  ,32.286259,34.848222,0,,7400
215,39127,הבריגדה היהודית/החפץ חיים, רחוב:הבריגדה היהודית 30 עיר: נתניה רציף:   קומה:  ,32.296835,34.844671,0,,7400
216,39128,שד. בן גוריון/שמחה ארליך, רחוב:שמחה ארליך  עיר: נתניה רציף:   קומה:  ,32.300631,34.844687,0,,7400
217,39129,דוד רזניק/החפץ חיים, רחוב:החפץ חיים 1 עיר: נתניה רציף:   קומה:  ,32.295287,34.845476,0,,7400
218,39130,לוי אשכול/יעקב דורי, רחוב:לוי אשכול 21 עיר: נתניה רציף:   קומה:  ,32.296581,34.846977,0,,7400
219,39131,אריה מוצקין/ד''ר סטופ, רחוב:אריה מוצקין 13 עיר: נתניה רציף:   קומה:  ,32.296783,34.848266,0,,7400
220,39132,אריה מוצקין/ד''ר סטופ, רחוב:ד''ר סטופ 40 עיר: נתניה רציף:   קומה:  ,32.297040,34.848792,0,,7400
221,39133,הבריגדה היהודית/חיים ברלב, רחוב:הבריגדה היהודית 16 עיר: נתניה רציף:   קומה:  ,32.298055,34.845278,0,,7400
222,39134,בלומנפלד/יעקב דורי, רחוב:יעקב דורי 5 עיר: נתניה רציף:   קומה:  ,32.298675,34.846832,0,,7400
223,39135,שדרות בן גוריון/שמחה ארליך, רחוב:שמחה ארליך 6 עיר: נתניה רציף:   קומה:  ,32.299915,34.846765,0,,7400
224,39136,לוי אשכול/יעקב דורי, רחוב:לוי אשכול 7 עיר: נתניה רציף:   קומה:  ,32.298448,34.848027,0,,7400
226,39138,אריה מוצקין/שמחה ארליך, רחוב:שמחה ארליך 18 עיר: נתניה רציף:   קומה:  ,32.299316,34.849289,0,,7400
227,39139,בן עמי/שמחה ארליך, רחוב:שדרות עובד בן עמי  עיר: נתניה רציף:   קומה:  ,32.302868,34.843196,0,,7400
229,39141,בית ספר אלדד/שדרות גולדה מאיר, רחוב:שדרות גולדה מאיר  עיר: נתניה רציף:   קומה:  ,32.276979,34.854475,0,,7400
230,39142,בן עמי/קהילת צפת, רחוב:שדרות עובד בן עמי  עיר: נתניה רציף:   קומה:  ,32.305200,34.842963,0,,7400
232,39144,'נאות גולדה א, רחוב:שדרות גולדה מאיר  עיר: נתניה רציף:   קומה:  ,32.277828,34.851875,0,,7400
233,39145,'נאות גולדה ב, רחוב:שדרות גולדה מאיר  עיר: נתניה רציף:   קומה:  ,32.278509,34.852140,0,,7400
234,39146,נאות גולדה\חזני, רחוב:שדרות גולדה מאיר 2 עיר: נתניה רציף:   קומה:  ,32.278717,34.852186,0,,7400
235,39147,פנקס/57, רחוב:דוד פנקס  עיר: נתניה רציף:   קומה:  ,32.323511,34.874761,0,,7400
236,39148,ש''י עגנון/יאנוש קורצ'אק, רחוב:ש''י עגנון 1 עיר: נתניה רציף:   קומה:  ,32.280674,34.851838,0,,7400
237,39149,רופין/שד. פנחס לבון, רחוב:שדרות פנחס לבון  עיר: נתניה רציף:   קומה:  ,32.280794,34.852967,0,,7400
238,39150,ש''י עגנון/יצחק אפשטיין, רחוב:ש''י עגנון 7 עיר: נתניה רציף:   קומה:  ,32.281577,34.850372,0,,7400
239,39151,ש''י עגנון/יצחק אפשטיין, רחוב:ש''י עגנון 8 עיר: נתניה רציף:   קומה:  ,32.281435,34.850746,0,,7400
240,39152,זלמן שניאור/ש''י עגנון, רחוב:זלמן שניאור 27 עיר: נתניה רציף:   קומה:  ,32.283901,34.849353,0,,7400
241,39153,לבון/עגנון, רחוב:שדרות פנחס לבון 22 עיר: נתניה רציף:   קומה:  ,32.282133,34.853363,0,,7400
242,39154,יצחק קצנלסון/ד''ר וייסלברגר, רחוב:יצחק קצנלסון 24 עיר: נתניה רציף:   קומה:  ,32.284632,34.852016,0,,7400
243,39155,רוטנברג\נורדאו, רחוב:פנחס רוטנברג 9 עיר: נתניה רציף:   קומה:  ,32.279977,34.853851,0,,7400
244,39156,פנחס לבון/ישראל בר יהודה, רחוב:שדרות פנחס לבון 31 עיר: נתניה רציף:   קומה:  ,32.283652,34.854382,0,,7400
245,39157,השר ישראל בר יהודה/נורדאו, רחוב:נורדאו 37 עיר: נתניה רציף:   קומה:  ,32.281378,34.856436,0,,7400
246,39158,מנדלי מוכר ספרים/נורדאו, רחוב:נורדאו 16 עיר: נתניה רציף:   קומה:  ,32.283807,34.857340,0,,7400
247,39160,יצחק קצנלסון/שדרות פנחס לבון, רחוב:יצחק קצנלסון 8 עיר: נתניה רציף:   קומה:  ,32.285573,34.853590,0,,7400
248,39161,לבון/וייסלברגר תאודור, רחוב:שדרות פנחס לבון  עיר: נתניה רציף:   קומה:  ,32.285451,34.854552,0,,7400
249,39162,שד. בן צבי/שד. פנחס לבון, רחוב:שדרות פנחס לבון 2 עיר: נתניה רציף:   קומה:  ,32.286750,34.854833,0,,7400
250,39163,לבון/שלום עליכם, רחוב:שדרות פנחס לבון 11 עיר: נתניה רציף:   קומה:  ,32.286557,34.855052,0,,7400
251,39164,הרב אבו חצירא/הרב רפאל אנקווה, רחוב:הרב רפאל אנקווה 12 עיר: נתניה רציף:   קומה:  ,32.285705,34.856197,0,,7400
252,39165,שדרות גיבורי ישראל/האומנות, רחוב:שדרות גיבורי ישראל 16 עיר: נתניה רציף:   קומה:  ,32.279278,34.860441,0,,7400
253,39166,גיבורי ישראל/האומנות, רחוב:שדרות גיבורי ישראל 5 עיר: נתניה רציף:   קומה:  ,32.276114,34.859673,0,,7400
